,sentence1,sentence2,scores
3623,"THE U.S. CONTINUES TO BE PRESSURED BY THE ROP TO INITIATE DECISIVE ACTION, WHILE THE DoS/CJTF CONTINUE TO ASSURE THE ROP LEADERSHIP THAT ALTHOUGH MOVEMENTS HAVE BEEN INITIATED, THE TIME INVESTED IN GATHERING THE FACTS AND DEVELOPING THE COMPLETE CAMPAIGN PLAN NOW, WILL PAY DIVIDENDS IN ROP LIVES SAVED LATER.","C. ALTHOUGH NOT CLAIMED BY ANY PARTICULAR GROUP, OUR ESTIMATATION IS THAT THE BOMBINGS IN COLUMBIA, SPP REMIND US THAT THE GORHAB HAS NOT GONE AWAY, AND ARE STILL WAGING THEIR WAR AGAINST ALL THAT ARE NOT PART OF THEIR MOVEMENT.",0.07737014
3624,The LPP appeared during one of the largest gatherings to date in Durham Park.,(This is the first reported insurgent attack in the South Pineland Province).,0.024703966
3625,"“We’re going to see a huge increase in motor vehicle checks and traffic moves,” he said.","(SIGACT ROP-267-CW-W-034), Reported by 6th Precinct, Haymount, Fayetteville, 0325 hours, Attacked with an IID, launched with improvised launcher from bed of FORD F250 pickup, 0 x KIA, 2 x WIA.",0.009087244
3626,"1st BN, 120th IN QRF from Camp Prestor responded to incident.","One man suffered a heart attack as he boarded up his house in Samana, Cuba.",0.008947471
3627,THE GENERAL QUIET CONTINUES ACROSS ALL TERRITORIES.,A LARGE BOMB EXPLODED AT A FRAT HOUSE NEAR THE UNIVERSITY OF SOUTH PINELAND CAMPUS IN COLUMBIA.,0.009176562
3628,"20 JUL 12, 2330R HOURS, FAYETTEVILLE (COASTAL PROVINCE), PRP.",Each IRAM is estimated to contain anywhere between 150 and 200 lbs of high explosives on a short fuse of approximately 30 seconds.,0.009455841
3629,"WITH THE M1 ABRAMS AND M2 BRADLEY EQUIPPED 3RD ID SITTING ACROSS THE BORDER, THE LEADERSHIP IS PROBABLY FEELING THE INADEQUACY OF THE TWO BRIGADES OF THE 28TH ABN DIV TF DEFENDING THE ENTIRE PIEDMONT FRONT AGAINST THE COMBAT TESTED UNITS OF THE 3RD ID.",THIS NO DOUBT WILL ELIMINATE ANY DOUBT ABOUT THE US DECISION TO MOVE FORWARD WITH MILITARY OPERATIONS TO OUST THE UPA FORCES FROM THE FORMER NORTHERN PROVINCE.,0.057094697
3630,"IN THESE CASES, THE PRP WAS ABLE TO KILL AT LEAST TWO INSURGENTS, WOUND AN UNDETERMINED NUMBER, AND DESTROY TWO SYSTEMS AT A COST OF ONLY THREE FRIENDLY WOUNDED AND SOME LIGHT (UNCONFIRMED) CONSTRUCTION MATERIAL DAMAGE.",TONIGHT: A SLIGHT CHANCE OF SHOWERS AFTER 10PM.,0.010601373
3631,UNCLAS//REL ROP: Kinetic activity against the ROP Federal Border Patrol (FBP) continues to intensify.,"The bomb scare surfaced when several local bloggers – Freedom Market Blogs International (FMBI) tweeted from its  saying, ""Metro not operational, station closed at 3rd Street/Convention Center due to a bomb scare.",0.028993614
3632,"OF NOTE, HOWEVER, IN AN EFFORT TO IMPROVE SECURITY AND AS PART OF THE OVERALL PRP COUNTER-INSURGENCY (COIN) STRATEGY, LEADERS IN THE CAPITAL CITY OF FAYETTEVILLE, AND RALEIGH TO  A LESSER DEGREE, ESTABLISHED A SPECIAL EXCLUSION ZONE ON W+081 IN AN EFFORT TO REDUCE THE NUMBER OF LARGE-SCALE ATTACKS.","However, one theme connected them all, a call for new regional elections in the NPP.",0.053365894
3633,Police forces on heightened alert status.,The sixty-six members of the Border Interdiction Unit were selected from current sworn FBP personnel from all patrol districts within the Sheriff’s Office with a tour assignment to last eighteen months.,0.12063176
3634,"""Slow strengthening is expected.""","Sources close to the investigation mentioned that occasionally a small quantity of these materials is unaccounted for, but never this much.",0.02774937
3635,"To date, most of these demonstrations have ended peacefully, but one in the Durham, NPP Area turned deadly.",SHERIFF DARON HALL SAID THE CHARGES WERE IN CONNECTION TO A BUST ON JOHN CARROLL LANE EARLIER LAST MONTH.,0.018884104
3636,"The ROP military forces have experienced serious security breaches with military equipment being shipped back from Afghanistan, CBC News has learned.","(C) 20 0033R HOURS, CHECK POINT NPWC PI40, 2 NM EAST OF PRP/ROA BORDER; RECEIVED 11 X 82MM ROUNDS CAUSING SOME LIGHT TO MODERATE STRUCTURAL DAMAGE TO THE BORDER CHECK POINT STATION BUILDING, BUT NO CASUALTIES.",0.023686841
3637,NFI,"THE PSYCHOLOGICAL CAMPAIGN CONTINUED TO FOCUS ON THE INSURGENT’S LAWLESS METHODS OF TAKING OF HOSTAGES, LAND, AND RUNNING ILLEGAL BLACK MARKETS WITH RUTHLESS CRIMINALS, SUCH AS, THE RUSSIAN MAFIA WITHIN THE ROA.",0.010448828
3638,D. INFIL OPERATIONS APPEAR TO HAVE GONE UNNOTICED AS NO MAJOR XV CORPS/ISC MOVEMENTS ACROSS JSOA SWORD WERE NOTED.,NFI,0.06230385
3639,"At most, the group consists of approximately fourteen hundred hard-core supporters.",They have shown interest in the past toward developing a radiological dispersal device (RDD).,0.042911064
3640,SATURDAY.,"SEVERAL BYSTANDERS FROM THE NEIGHBORHOOD STATED THAT THE GRA WAS RESPONSIBLE, AND THEY HAD HEARD THEY [THE GRA] HAD LEFT A NOTE.",0.24785489
3641,ANALYST COMMENTS (RE: THE IRAN HUMANITARIAN FLOTILLA):  THE ROUTE OF THE CONVOY MADE PUBLIC ON (W+075) WILL TAKE THE SIX SHIPS THROUGH THE SUEZ CANAL AND WILL SKIRT THE OUTER BOUNDARIES OF THE TERRITORIAL WATERS OF ISRAEL.,ROP OFFICIALS WERE APPRECIATIVE OF ALL ASSISTANCE IN ATTEMPTING TO RECOVER MR. MONT-BLACK AND ARE SADDENED BY HIS DEATH.,0.009416929
3642,"UPI  - Walnut Hill, Mountain Territory, NPP.","If President Canteth agrees to open dialogue with the MARM, this may first step in reconciliation for his fractured Province.",0.009954627
3643,The newly appointed Governor has to quickly restore order without alienating any additional segments of the population.,"Polk County, ROA.",0.015102919
3644,The GRA is probably maintaining a low signature this week since a few accomplices were detained in conjunction with the DVD and the discovery of multiple bodies in a townhouse in the City of Jacksonville.,"AP – Raleigh, NPP.",0.010105001
3645,"WE CAN EXPECT TO CONTINUE TO SEE THIS INCREASE IN VIOLENCE AS THE POPULATION GROWS WEARY OF THE OCCUPYING FORCE AND AS GUERILLA BANDS BEGIN TO ""FLEX THIER MUSCLES"" IN AN ATTEMPT TO CATER FAVOR FROM THE COALITION TO THE SOUTH.",No changes to THREATCON.,0.0097359475
3646,The Reverend was referring to supporters of the MARM and the LPP.,"AP – Columbia, SPP.",0.021963052
3647,"ROP said government forces would soon ""cleanse"" Raleigh, Fayetteville, and Wilmington of ""armed terrorist groups,"" and the ROP Foreign Ministry urged for United Nations (UN) observers to see for themselves ""what the terrorist groups have done.""",AATIMO or GRA suspected.,0.23447861
3648,"Protests and rallies will continue, and may grow in size, and possibly begin to disrupt economic productivity in some manufacturing sectors in NPP.",Some estimates place the number of casualties at the 3rd Street/Convention Center station during a rush hour attack at 20 to 30.,0.008862488
3649,"AS ELEMENTS MEET WITH MEMBERS OF THE RESISTANCE, A ""GENTLE SUGGESTION"" THAT COMMENTS LIKE THOSE ABOVE, CAN HAVE DRASTIC IMPACT ON OUR ABILITY TO SUPPORT THEM.",WINDS LIGHT AND VARIABLE.,0.009145692
3650,The ROP ’s enduring strategy of tightening the border controls is taking a significant human toll on the FBP.,"Three coordinated, but separate attacks occurred against FBP checkpoints along the southwest borders with the Republic of Appalachia (ROA) and the Republic of Columbus (ROC) during this period.",0.32218686
3651,"The clandestine logistics network includes an auxiliary that supports the movements, operations, and care of fighters conducting operations.",	3.,0.044913977
3652,President Hale-Canteth’s government has instituted limited curfews and is visibly alarmed that citizens are losing confidence in the government.,See expanded information under Mountain section.,0.011979901
3653,"STAY SAFE, EAGLE 6.","ROP Navy began limited enforcement of the economic embargo, but the commercial and business interests’ lobby in Charleston and Columbia interfered by rebranding shipments from the UPA as consignments from European origins to avoid the required manifest declarations.",0.009100255
3654,PEACE INTERNATIONAL REPORTED THAT ONCE AGAIN MULTIPLE WESTERN ROP BORDER CHECK POINTS WERE ATTACKED BY MORTARS WHOSE FIRING POSITIONS WERE LOCATED IN THE REPUBLIC OF APPALACHIA (ROA).,This had led to the emergence of a countermovement to the MARM’s demands.,0.023673743
3655,"The ROP appeared to be betting that the tougher measures would frighten away the well-educated, citified protesters, many of them young, white-collar professionals.","With these breakthroughs, the hope and possibility of a settlement is now a reality.",0.046519697
3656,The Bomb Disposal Squad has been trying to find out the location of the bomb.,"Their primary income is from narcotics distribution, but they are also involved in shootings, theft, prostitution, and other violent crimes.",0.030421816
3657,AATIMO-attributed violence has dramatically decreased.,"ON (W+086), 3RD ISC MEMBERS OF THE HIGHWAY PATROL AND SHERIFFS' DEPARTMENTS IN NEW HANOVER, PENDER, AND ONSLOW ASSISTED THE UPA MARINE MILITARY POLICE (MP) MANNING MOBILE ROADBLOCKS ALONG PINELAND HIGHWAY 17, BETWEEN WILMINGTON AND JACKSONVILLE, PRP.",0.014262023
3658,(3) ROP OFFICIALS WERE APPRECIATIVE OF ALL ASSISTANCE PROVIDED BY US FORCES IN ATTEMPTING TO RECOVER MR. HARRISON AND ARE SADDENED BY HIS DEATH.,THE DAY ENDED PEACEFULLY AS THE UPA MILITARY CONTINUED TO SECURE THE PRP/SOUTH PINELAND BORDER AND TRAIN THE PRP’ INTERNAL SECURITY FORCES.,0.016213052
3659,MANY BELIEVE HE FLED THE AREA FOLLOWING THREATS FROM THE LPP PARTY REPRESENTATIVES IN RESPONSE TO REPORTS THAT MANY GUERILLA BANDS ARE SEEKING SAFE HAVEN EAST OF ALBEMARLE AND THE CITY IS PROVIDING THE MUCH NEEDED SUPPORT THAT IS SUSTAINING THE CRIMINALS.,HIGHS IN THE MID 60S.,0.009805071
3660,"Under order from the ROP Secretary of Internal Security (SIS) Mr. Zerley-Burnes, ROP riot police are acting against the protesters  This period has seen a significant increase in arrests and detentions.","(a) 23 OCT, 0027 TO 0048 HOURS, THE FIRST BATTALION FOUND TWO MORTAR SYSTEMS AND A TWO MAN-CREW, BOTH OF WHICH WERE MORTALLY WOUNDED AND WERE WEARING CRESTS OF THE 120 INFANTRY ON THE LEFT BREST POCKET.",0.013492735
3661,"Martial law has helped to reduce some of the overall levels of violence, but the most dramatic accomplishment was achieved when Police and military forces began operating in concert with each other at joint checkpoints.","The US 18 th Airborne Corps received pre-deployment orders to Fort Jackson, SPP.",0.010777225
3662,"In one unique attack this period, a possible hoax was introduced into the metro system.","(SIGACT ROP-197-RM-W-040), Reported by NPP BOI, Director N. Christian, Rocky Mount CSX Rail Yard, 0023 hours, Theft of military items from 30 th MID shipment.",0.009126051
3663,"""WE'VE JUST GOT TO GET SOMEONE JAMMED UP WHERE THEY'LL HAVE TO HELP THEM SELF.""",The newly appointed Governor has to quickly restore order without alienating any additional segments of the population.,0.042120196
3664,(U) Peace Accord talks continue with some headway in the formation of two autonomous zones in the Mountain Territory of NPP.,"Before he could achieve his goal, President Parnell was assassinated while touring Union County in the South Pineland Province (SPP).",0.023782648
3665,"""The South Korean puppets and foolish politicians around the world should not expect any change,"" the North Korean National Defense Commission warned in a statement last week, labeling Lee's government a ""group of traitors.""",Insurgents carried out a complex attack at the Troy Police and emergency dispatch in the rural areas of the Piedmont Territory.,0.0090703415
3666,"HE SAID THE TOTAL VALUE OF THE DRUGS CONFISCATED WAS WORTH ABOUT 500,000D.",A.,0.04774193
3667,MIA Missing in Action ll.,CJ3,0.010697805
3668,IT WAS A HUGE OPPORTUNITY TO REPATRIATE A DETAINED US CITIZEN GONE WRONG.,“It could be anywhere.”  Police were prominently stationed at multiple stations Friday morning along with ROP TILTF barricades blocking an access road to the interchanges between the commuters line and buses and other rail services.,0.009084595
3669,"HAVING SAID THAT, MAKE SURE YOUR GROUND ALTERNATE INFIL PLAN IS FULLY DEVELOPED IN THE EVENT CEILING, VISIBILITY OR ENEMY ACTIVITY DOES CHANGE THE ENVIRONMENT AND YOU END UP GOING BY GROUND.",THERE THEY FOUND 359 SMALLER PLANTS IN THE OUTBUILDING.,0.035705
3670,"GUERILLAS ARE LIKELY RE-SUPPLYING AND PLANNING FUTURE OPERATIONS IN ORDER TO RECOVER FROM ""OPERATION COPPERHEAD"" (W+036 TO W+050).","C. ALTHOUGH NOT CLAIMED BY ANY PARTICULAR GROUP, OUR ESTIMATATION IS THAT THE BOMBINGS IN COLUMBIA, ROP REMIND US THAT THE GORHAB HAS NOT GONE AWAY, AND ARE STILL WAGING THEIR WAR AGAINST ALL THAT ARE NOT PART OF THEIR MOVEMENT.",0.010282831
3671,"As such, all Department of State personnel were withdrawn from the disputed territory and the American interests section in Fayetteville was closed.",WE HAVE ALREADY SEEN WHAT THE ISC IS CAPABLE OF AND WANT TO AVOID IT AGAIN IF AT ALL POSSIBLE.,0.011663323
3672,"Reporters have been threatened in several neighborhoods, and many crimes are now going unreported.",NFI,0.014843783
3673,PAPT announced the “See Say App” to empower riders to report criminal or suspicious activities to the RBI and SIS quickly and discretely.,Amnesty International uncovered evidence this week of numerous human rights violations that occurred internment camps in the north Coastal Territory.,0.008814804
3674,One additional difference is an attachment welded to the main container that looks like a rocket.,"In 2005, the ROP government attempted to redistribute the Iraqi refugees into major urban centers within the North and South Pineland Provinces, but many of the families demanded that they remain close to each other.",0.008969732
3675,PBIED Person Borne Improvised Explosive Device pp.,ROP Republic of Pineland xx.,0.010384315
3676,"For unknown reasons, the event was cancelled.","""If they ignore us that will mean that bloodshed is inevitable.""",0.0134857865
3677,"THE LAST CITY MANAGER RESIGNED A FEW WEEKS AGO WITH NO FORMAL STATEMENT OF HIS REASON(S), AND HAS NOT BEEN SEEN SINCE.",HIGH PRESSURE WILL BUILD IN FROM THE WEST BEHIND THE FRONT FOR THE WEEKEND.,0.009072713
3678,"The Governor, who represents the LPP party, fundamentally opposes the ideals of the conservative party in power in Columbia, and is viewed with cautious optimism.",C.  FROM THE COMMANDER.,0.012227606
3679,"		(2) 0012 HRS, FAYETTEVILLE (COASTAL PROVINCE), PEOPLE'S REPUBLIC OF PINELAND (FORMERLY NORTH PINELAND) CAPITAL.",MRBM Medium Range Ballistic Missile nn.,0.009881134
3680,///No Further Information (NFI) Office of the Director of National Intelligence Open Source Center (.,"The joint news conference, initially scheduled on W-080, is still not on the calendar.",0.00948993
